1,ID,Platform,Category,Cookie / Data Key name,Domain,Description,Retention period,Data Controller,User Privacy & GDPR Rights Portals,Wildcard match
449,93f3e1ea-e4fb-4220-a0b8-6914b4227e99,Sharpspring,Marketing,__ss_tk,Advertiser's website domain,This is Sharspring’s token cookie which enables user tracking. It ensures that the visit to website is connected to the user independent of the session and the source.,25 years,Sharpspring,https://sharpspring.com/legal/privacy/,0
450,838d4b4e-8db1-4666-a584-de645682f861,Sharpspring,Marketing,__ss,Advertiser's website domain,This cookie is storing the session ID for your visit. It is used in combination with _ss_tk to group website visits in reports for a single user.,30 minutes,Sharpspring,https://sharpspring.com/legal/privacy/,0
451,2c4137e9-a985-4786-85a4-9de056f6777f,Matomo,Analytics,_pk_id,Advertiser's website domain,Used to store a few details about the user such as the unique visitor ID,13 months,Matomo,https://matomo.org/privacy-policy/,1
452,4f72b12e-0b31-4863-9e8c-9701993f2e04,Matomo,Analytics,_pk_ref,Advertiser's website domain,"Used to store the attribution information, the referrer initially used to visit the website",6 months,Matomo,https://matomo.org/privacy-policy/,1
453,a92a94f8-74f6-41e3-853c-d8a66cd78ea1,Matomo,Analytics,_pk_ses,Advertiser's website domain,Short lived cookies used to temporarily store data for the visit,30 minutes,Matomo,https://matomo.org/privacy-policy/,1
454,418d76c5-5567-4cf0-a0d9-f4e2816c5464,Matomo,Analytics,_pk_cvar,Advertiser's website domain,Short lived cookies used to temporarily store data for the visit,30 minutes,Matomo,https://matomo.org/privacy-policy/,1
455,db0dbc7f-dd7d-4e19-af62-a0db83f8ca2e,Matomo,Analytics,_pk_hsr,Advertiser's website domain,Short lived cookies used to temporarily store data for the visit,30 minutes,Matomo,https://matomo.org/privacy-policy/,1
456,73a8e9ca-6f5a-46d9-a270-ef3136f05d13,Matomo,Analytics,_pk_testcookie,Advertiser's website domain,Cookie is created and should be then directly deleted (used to check whether the visitor’s browser supports cookies),session,Matomo,https://matomo.org/privacy-policy/,1
457,d3e732b4-f6ea-448a-8276-5b5d76d7f5dc,Matomo,Analytics,mtm_consent,Advertiser's website domain,Cookie is created with no expiry date to forever remember that consent was given by the user.,forever,Matomo,https://matomo.org/privacy-policy/,0
458,90e704b5-a83f-4013-8896-be4b018b3b4c,WePublish,Analytics,_wepublishGa,Advertiser's website domain,ID used to identify users,2 years,WePublish,https://www.wepublish.com/privacy-statement.html,0
459,4671a3b3-58ef-4b48-962d-abfb4b5e8143,WePublish,Analytics,_wepublishGa_gid,Advertiser's website domain,ID used to identify users for 24 hours after last activity 24 hours,24 hours,WePublish,https://www.wepublish.com/privacy-statement.html,0
460,eb839f61-f36a-4f51-a4d1-ff37fa75b995,OneTrust,Functional,OptanonConsent,Advertiser's website domain,"This cookie is set by the cookie compliance solution from OneTrust. It stores information about the categories of cookies the site uses and whether visitors have given or withdrawn consent for the use of each category. This enables site owners to prevent cookies in each category from being set in the user’s browser, when consent is not given. The cookie has a normal lifespan of one year, so that returning visitors to the site will have their preferences remembered. It contains no information that can identify the site visitor.",1 year,OneTrust,https://www.onetrust.com/privacy-notice/,0
461,95c66258-b4be-4239-97ce-5def7a3dcde3,Optimizely,Marketing,optimizelyEndUserId,Advertiser's website domain,Stores a visitor's unique Optimizely identifier. It's a combination of a timestamp and random number. No other information about you or your visitors is stored inside.,6 months,Optimizely,https://www.optimizely.com/privacy/,0
462,d06b6423-c8fc-4ddb-9fe0-b0afd15e06f4,Optimizely,Marketing,optimizelyRedirectData,Advertiser's website domain,"After Optimizely has executed a redirect experiment, stores various data from the original page so that Optimizely still has access to it on the new page.",5 seconds,Optimizely,https://www.optimizely.com/privacy/,0
463,497178e7-6d4a-4b9c-bd00-149c4b28288e,Optimizely,Marketing,optimizelyDomainTestCookie,Advertiser's website domain,"When Optimizely loads a URL, the snippet places the cookie to get the current domain, for the purpose of whether cross-domain syncing is possible. If successful, the cookie is immediately removed. ",6 months,Optimizely,https://www.optimizely.com/privacy/,0
464,27514e91-1f8f-4797-bbb1-f97b716e087f,Optimizely,Marketing,optimizelyOptOut,Advertiser's website domain,Stores a boolean indicating whether the visitor has opted out of participating in Optimizely-powered experimentation.,10 years,Optimizely,https://www.optimizely.com/privacy/,0
465,01d8d81d-2b8a-4396-a3c7-8260c98ec66f,Channel.me,Functional,wwwchannelme_z_sid,Advertiser's website domain,The cookie is used when using the co-browsing feature.,session,Channel.me,https://channel.me/privacy,0
466,037e4ca1-426a-42ca-bf61-a58649bf439f,Ortec,Marketing,app_ts,adscience.nl,Used by adscience.nl to display remarketing campaigns.,1 year,Ortec,https://www.ortecadscience.com/privacy-policy/,0
467,c35002d1-f451-4451-83b0-d255e6474439,Ortec,Marketing,viewer,adscience.nl,Used by adscience.nl to measure visitor numbers and information and use it to optimize marketing campaigns.,1 year,Ortec,https://www.ortecadscience.com/privacy-policy/,0
468,d26e446e-4f43-11eb-ae93-0242ac130002,Ortec,Marketing,spx_ts,adscience.nl,These cookies ensure that relevant advertisements are displayed on external websites.,1 year,Ortec,https://www.ortecadscience.com/privacy-policy/,0
469,3c0a4563-7473-4e32-bea5-c41037df8e8c,Ortec,Marketing,adx_ts,adscience.nl,These cookies ensure that relevant advertisements are displayed on external websites.,1 year,Ortec,https://www.ortecadscience.com/privacy-policy/,0
470,0b0472de-3ebb-46cb-85f3-b92a90954730,Ortec,Marketing,id_ts,adscience.nl,These cookies ensure that relevant advertisements are displayed on external websites.,1 year,Ortec,https://www.ortecadscience.com/privacy-policy/,0
471,f2856634-3da6-4b8d-a671-d057c0964724,LiveRamp,Marketing,euconsent,faktor.io,Cookie compliance check,1 year,LiveRamp,https://liveramp.com/privacy/,0
472,0538ac53-d35f-4870-ac7d-4244feb01845,Wix.com,Functional,SSR-caching,wix.com,Indicates how a site was rendered,session,Wix.com,https://support.wix.com/en/article/cookies-and-your-wix-site,0
473,41a4b6b6-ec46-45a3-a4b8-5caffe6d617c,Wix.com,Functional,smSession,wix.com,Identifies logged in site members,2 weeks,Wix.com,https://support.wix.com/en/article/cookies-and-your-wix-site,0
474,a67e35d5-c52e-49f2-a9d2-e2591b545a75,Wix.com,Marketing,svSession,wix.com,Identifies unique visitors and tracks a visitor’s sessions on a site,2 years,Wix.com,https://support.wix.com/en/article/cookies-and-your-wix-site,0
475,1a8e2bc9-8c16-4a23-b595-ad4ba2b05411,Wix.com,Functional,ForceFlashSite,wix.com,When viewing a mobile site (old mobile under m.domain.com) it will force the server to display the non-mobile version and avoid redirecting to the mobile site,session,Wix.com,https://support.wix.com/en/article/cookies-and-your-wix-site,0
476,afde4912-510e-4f52-ac39-f58977720637,Wix.com,Functional,hs,wix.com,Security,session,Wix.com,https://support.wix.com/en/article/cookies-and-your-wix-site,0
477,d26e6458-4f43-11eb-ae93-0242ac130002,Wix.com,Functional,bSession,Advertiser's website domain,Used for system effectiveness measurement,30 minutes,Wix.com,https://support.wix.com/en/article/cookies-and-your-wix-site,0
478,30d32788-4edb-4675-9542-4b17bca4e76d,Wix.com,Functional,TS01,Advertiser's website domain,Used for security and anti-fraud reasons,session,Wix.com,https://support.wix.com/en/article/cookies-and-your-wix-site,1
479,ad4e0c1f-e2ac-432e-8f9e-cbc8ca5ec997,Wix.com,Functional,fedops.logger.sessionId,Advertiser's website domain,Used for stability/effectiveness measurement,12 months,Wix.com,https://support.wix.com/en/article/cookies-and-your-wix-site,0
480,d22eb370-2a05-4a8c-8fbe-1bbe7dffe0df,Wix.com,Functional,wixLanguage,Advertiser's website domain,Used on multilingual websites to save user language preference,12 months,Wix.com,https://support.wix.com/en/article/cookies-and-your-wix-site,0
481,d7537e15-0c06-4809-9268-c6a7463fb0ea,Shopify.com,Functional,_ab,shopify.com,Used in connection with access to admin.,session,Shopify.com,https://www.shopify.com/legal/cookies,0
482,5e57c371-a58b-495b-b531-bdaccf24d9d8,Shopify.com,Functional,_secure_session_id,shopify.com,Used in connection with navigation through a storefront.,session,Shopify.com,https://www.shopify.com/legal/cookies,0
483,a55ceb63-c236-476a-ac80-622185b9fd99,Shopify.com,Functional,Cart,shopify.com,Used in connection with shopping cart.,14 days,Shopify.com,https://www.shopify.com/legal/cookies,0
484,5dd35bc2-a22a-4d2f-8c5a-a5e12ce93416,Shopify.com,Functional,cart_sig,shopify.com,Used in connection with shopping cart.,14 days,Shopify.com,https://www.shopify.com/legal/cookies,0
485,1adc0de6-347c-4644-9286-f48d77057b25,Shopify.com,Functional,cart_ts,shopify.com,Used in connection with checkout.,14 days,Shopify.com,https://www.shopify.com/legal/cookies,0
486,2959eef0-4fba-49a3-a22b-30e43dea2007,Shopify.com,Functional,checkout_token,shopify.com,Used in connection with checkout.,14 days,Shopify.com,https://www.shopify.com/legal/cookies,0
487,2c989391-974d-4c35-9b73-4912cf582ffa,Shopify.com,Functional,Secret,shopify.com,Used in connection with checkout.,14 days,Shopify.com,https://www.shopify.com/legal/cookies,0
488,8b7d64a9-54a7-4d2c-a077-86587e85d35f,Shopify.com,Functional,Secure_customer_sig,shopify.com,Used in connection with customer login.,2 years,Shopify.com,https://www.shopify.com/legal/cookies,0
489,18e3c28a-7585-4cb9-8845-a619b9b71017,Shopify.com,Functional,storefront_digest,shopify.com,Used in connection with customer login.,2 years,Shopify.com,https://www.shopify.com/legal/cookies,0
490,7716fa22-1d62-4d6b-bfd3-814e4d30f14f,Shopify.com,Functional,_shopify_u,shopify.com,Used to facilitate updating customer account information.,2 years,Shopify.com,https://www.shopify.com/legal/cookies,0
491,760cc429-de7d-44a7-a11d-2eca02a2d9eb,Shopify.com,Marketing,_tracking_consent,shopify.com,Tracking preferences.,2 years,Shopify.com,https://www.shopify.com/legal/cookies,0
492,c81f44f1-fb14-4aa3-834f-a10447fc715a,Shopify.com,Marketing,_landing_page,shopify.com,Track landing pages.,2 years,Shopify.com,https://www.shopify.com/legal/cookies,0
493,7f922608-e85b-45a4-9a31-64fa41a8b965,Shopify.com,Marketing,_orig_referrer,shopify.com,Track landing pages.,2 years,Shopify.com,https://www.shopify.com/legal/cookies,0
494,8ed5c4ec-4aa5-4853-b7a4-72c54c14e0a4,Shopify.com,Analytics,_s,shopify.com,Shopify analytics.,2 years,Shopify.com,https://www.shopify.com/legal/cookies,0
495,063c5294-d06d-4e73-8917-fe1c390c751e,Shopify.com,Analytics,_shopify_fs,shopify.com,Shopify analytics.,2 years,Shopify.com,https://www.shopify.com/legal/cookies,0
496,e88d4aea-74d1-4df9-9eec-7d928cba8c4e,Shopify.com,Analytics,_shopify_s,shopify.com,Shopify analytics.,2 years,Shopify.com,https://www.shopify.com/legal/cookies,0
497,ef374e82-caae-481e-be44-ebea7d4250bd,Shopify.com,Marketing,_shopify_sa_p,shopify.com,Shopify analytics relating to marketing & referrals.,2 years,Shopify.com,https://www.shopify.com/legal/cookies,0
498,8279d951-4d14-46a1-9bd5-b08e671f0769,Shopify.com,Marketing,_shopify_sa_t,shopify.com,Shopify analytics relating to marketing & referrals.,2 years,Shopify.com,https://www.shopify.com/legal/cookies,0
499,4a77a115-2912-4bbe-85b9-5f534afddcc2,Shopify.com,Analytics,_shopify_uniq,shopify.com,Shopify analytics.,2 years,Shopify.com,https://www.shopify.com/legal/cookies,0
500,55a7eed1-ee8a-48a9-831a-cbbe7c3c9e22,Shopify.com,Analytics,_shopify_visit,shopify.com,Shopify analytics.,2 years,Shopify.com,https://www.shopify.com/legal/cookies,0
501,32a91d61-9233-4206-8db6-385480315088,Shopify.com,Analytics,_shopify_y,shopify.com,Shopify analytics.,2 years,Shopify.com,https://www.shopify.com/legal/cookies,0
